frame,id,cx,cy,height,jersey_color
1,1,829,518,96,43
1,2,449,193,67,42
1,3,856,217,60,41
1,4,424,461,78,40
1,5,165,306,81,39
1,6,1111,394,98,41
1,7,718,105,46,43
1,8,900,150,53,43
1,9,387,185,63,41
1,10,739,228,67,41
1,11,1157,295,85,41
1,12,1254,178,64,42
1,13,556,474,92,41
1,14,570,119,51,39
1,15,582,70,39,60
1,16,650,258,75,39
1,13,517,474,89,40
1,17,498,514,13,39
1,16,650,257,75,39
2,1,839,514,95,42
2,6,1118,392,96,41
2,4,432,459,77,41
2,2,400,185,61,41
2,18,461,193,67,42
2,5,179,306,82,39
2,13,554,473,90,40
2,3,864,217,61,41
2,10,746,228,68,41
2,7,731,105,45,43
2,14,583,120,50,38
2,8,911,151,52,43
2,11,1167,297,85,41
2,12,1266,179,64,42
2,16,661,258,75,40
2,13,517,476,88,39
2,1,824,511,88,42
2,15,595,70,39,60
2,13,522,475,90,39
2,16,661,258,75,34
3,5,189,305,83,39
3,1,848,512,94,42
3,6,1121,391,95,41
3,18,474,193,67,42
3,2,413,185,61,42
3,10,756,228,69,41
3,4,437,458,81,40
3,14,594,120,51,40
3,3,876,218,62,41
3,8,922,150,51,43
3,7,744,105,45,41
3,13,553,473,88,36
3,11,1175,298,84,41
3,15,608,71,38,60
3,16,674,259,76,41
3,12,1273,183,60,41
3,13,519,472,81,40
3,19,523,489,60,39
3,20,492,508,18,39
4,3,888,216,63,41
4,1,855,507,88,42
4,6,1108,391,96,42
4,5,199,306,82,41
4,18,487,193,65,42
4,14,607,121,50,40
4,4,446,458,82,42
4,2,427,185,62,41
4,10,767,228,72,41
4,7,755,105,44,43
4,8,934,150,51,42
4,16,686,258,75,37
4,11,1181,298,83,41
4,13,553,472,86,37
4,13,520,474,80,39
4,20,489,507,18,39
4,15,621,72,37,60
5,5,208,306,82,41
5,10,777,229,72,41
5,3,899,217,64,41
5,6,1111,392,97,42
5,1,862,503,83,42
5,18,499,193,65,42
5,14,620,122,50,40
5,4,457,457,82,40
5,2,438,185,62,41
5,16,697,260,76,40
5,11,1190,298,83,41
5,8,947,151,52,42
5,7,767,105,46,43
5,15,633,71,38,60
5,13,555,473,90,39
5,13,517,472,76,39
5,20,487,505,17,39
6,3,908,216,63,41
6,1,868,503,87,42
6,14,633,121,49,41
6,10,788,229,73,41
6,18,511,193,66,41
6,5,215,307,80,40
6,4,462,456,85,42
6,6,1117,394,95,42
6,16,710,260,74,41
6,11,1201,298,84,41
6,8,959,151,54,42
6,2,449,184,61,42
6,19,519,467,60,40
6,7,778,105,44,43
6,13,562,470,89,39
6,15,645,70,38,60
6,13,521,476,79,40
6,19,560,491,50,39
6,21,485,508,10,41
7,1,877,501,88,42
7,10,799,230,72,41
7,18,522,192,66,42
7,14,644,121,48,41
7,3,918,217,64,41
7,8,972,151,54,42
7,5,222,306,80,39
7,11,1213,297,85,41
7,4,467,456,86,42
7,2,459,184,60,39
7,13,566,469,92,41
7,7,791,105,44,43
7,6,1123,395,95,42
7,16,721,261,74,41
7,15,657,70,38,60
7,13,523,480,78,40
7,16,721,261,74,41
8,4,473,454,85,42
8,1,886,500,92,42
8,3,930,217,65,41
8,11,1222,298,86,41
8,14,656,121,50,41
8,16,733,261,72,41
8,18,533,192,66,42
8,5,229,305,79,39
8,8,984,152,56,42
8,10,809,231,70,41
8,22,574,465,93,40
8,2,470,184,61,40
8,6,1137,392,89,42
8,23,668,70,42,31
8,13,527,481,78,40
8,7,804,105,44,43
9,11,1231,299,87,41
9,3,941,218,65,41
9,1,893,499,98,42
9,5,239,304,81,40
9,8,997,152,55,42
9,14,666,120,50,41
9,4,484,454,85,42
9,6,1137,393,94,42
9,2,482,184,61,39
9,18,543,192,68,41
9,15,681,69,43,60
9,22,578,461,91,39
9,10,818,232,70,40
9,7,816,105,45,41
9,16,746,261,74,41
9,13,529,481,78,40
9,6,1140,405,77,42
9,17,486,498,12,40
10,1,900,494,90,42
10,5,250,304,83,41
10,3,950,218,65,41
10,11,1241,301,86,41
10,8,1009,154,55,42
10,14,678,121,52,40
10,13,536,479,82,40
10,4,489,453,82,40
10,18,557,192,68,42
10,15,694,68,43,60
10,24,1144,395,98,42
10,7,828,107,44,41
10,10,826,231,69,41
10,2,495,185,62,37
10,22,583,459,90,39
10,16,760,261,74,41
10,16,760,260,73,41
10,17,486,497,13,41
11,1,906,490,88,42
11,5,260,304,82,41
11,8,1021,154,55,42
11,14,690,120,53,40
11,18,569,192,68,42
11,22,592,458,92,41
11,7,841,107,44,41
11,2,506,185,62,41
11,3,958,218,65,41
11,10,836,232,70,41
11,4,495,451,83,40
11,15,706,69,44,60
11,11,1254,302,86,41
11,24,1152,392,97,42
11,16,773,261,73,41
11,16,773,261,72,41
11,13,541,479,82,40
11,17,486,497,13,41
12,1,911,489,88,42
12,5,266,304,82,41
12,6,1154,392,95,42
12,18,583,192,67,42
12,3,969,217,65,41
12,2,518,185,61,41
12,22,596,460,98,39
12,8,1033,154,55,42
12,4,499,447,74,42
12,14,703,121,52,40
12,7,855,107,44,41
12,10,847,232,72,40
12,11,1259,303,83,39
12,15,718,72,45,60
12,16,786,261,72,41
12,4,543,467,63,39
12,17,491,497,15,41
12,16,786,260,73,41
13,6,1142,393,93,42
13,3,980,218,66,41
13,14,716,122,53,40
13,18,596,193,68,42
13,10,858,232,73,41
13,2,531,186,61,41
13,1,915,489,88,42
13,5,275,304,81,41
13,22,598,463,107,40
13,8,1046,154,55,43
13,16,799,260,73,41
13,15,730,73,44,60
13,7,868,107,43,41
13,11,1263,303,84,41
13,4,505,447,74,40
13,17,497,495,15,42
14,22,602,464,107,40
14,1,921,490,91,41
14,8,1060,154,54,43
14,18,607,193,67,42
14,10,867,232,72,41
14,6,1153,395,92,42
14,3,992,218,66,41
14,5,283,305,80,41
14,16,810,261,73,41
14,25,743,73,42,31
14,2,543,187,60,41
14,14,728,122,51,41
14,7,880,107,43,41
14,11,1270,295,73,41
14,4,518,444,66,42
14,4,539,470,75,40
15,1,928,489,92,41
15,10,876,233,72,41
15,3,1001,218,65,41
15,18,619,194,67,42
15,6,1156,397,89,42
15,22,609,459,100,41
15,8,1072,155,56,42
15,5,288,305,79,41
15,2,554,187,61,42
15,14,740,124,51,40
15,7,891,108,42,42
15,15,756,74,42,60
15,16,821,261,73,41
15,4,526,448,71,42
15,11,1274,295,84,41
15,16,821,261,73,41
16,3,1010,219,65,41
16,8,1084,155,55,42
16,22,611,456,94,40
16,18,631,195,66,42
16,5,292,305,80,39
16,10,886,234,72,41
16,6,1159,399,92,42
16,2,567,188,61,41
16,16,831,261,73,34
16,7,902,109,44,41
16,14,750,125,52,41
16,15,768,74,43,60
16,1,934,486,91,41
16,1,919,487,78,41
16,13,550,466,98,40
16,4,547,477,75,40
16,26,529,453,75,60
16,27,546,444,58,60
16,1,943,488,89,41
16,28,917,494,63,41
16,4,520,453,74,40
17,3,1020,220,63,41
17,8,1095,156,54,42
17,18,642,195,67,42
17,10,896,235,71,41
17,14,762,125,51,40
17,6,1171,400,92,42
17,5,300,305,84,39
17,16,841,262,74,34
17,22,612,457,99,40
17,15,778,75,42,60
17,7,912,108,43,43
17,28,926,473,68,40
17,2,577,188,61,39
17,13,546,461,93,38
17,29,918,503,46,41
17,27,533,470,50,60
18,5,309,306,84,39
18,8,1105,159,54,42
18,6,1170,399,93,42
18,22,615,455,94,40
18,18,653,196,66,42
18,10,903,237,70,41
18,3,1031,222,61,41
18,14,772,126,52,40
18,16,853,263,74,40
18,7,924,109,45,43
18,15,789,75,42,60
18,2,586,188,61,34
18,4,564,451,71,40
18,1,928,482,88,40
18,1,939,482,88,41
18,29,921,502,47,41
18,4,541,479,61,41
19,5,314,306,85,39
19,8,1117,161,53,42
19,6,1173,401,96,42
19,3,1039,223,62,42
19,18,661,196,68,42
19,10,908,236,69,42
19,7,935,110,46,43
19,16,862,264,76,43
19,30,800,75,41,36
19,2,596,190,62,35
19,22,619,455,95,40
19,14,782,127,52,40
19,1,944,482,89,40
19,4,562,453,72,40
19,1,933,483,90,40
19,4,549,480,64,41
19,31,929,486,84,60
20,5,319,307,83,40
20,1,944,483,88,40
20,6,1180,400,97,42
20,8,1129,163,52,42
20,3,1044,223,62,41
20,7,946,111,47,44
20,10,914,237,70,41
20,30,808,76,40,34
20,18,672,197,68,42
20,4,527,485,68,40
20,22,623,455,95,40
20,13,570,455,76,40
20,14,793,127,53,40
20,2,607,190,63,37
20,16,871,265,76,43
20,32,620,468,68,40
20,16,871,265,76,43
21,6,1181,400,95,42
21,5,326,309,82,39
21,8,1140,165,52,42
21,3,1052,223,65,41
21,1,940,482,89,40
21,7,955,113,45,43
21,10,923,238,73,41
21,13,577,454,74,40
21,2,616,191,62,39
21,4,526,490,70,40
21,16,881,266,76,43
21,18,680,197,69,41
21,30,818,77,44,33
21,14,804,127,53,41
21,22,626,455,95,40
22,6,1180,400,93,42
22,1,945,483,90,40
22,8,1150,166,52,42
22,5,333,310,82,40
22,2,624,192,62,41
22,7,965,113,45,43
22,3,1063,223,65,42
22,13,579,454,76,41
22,18,691,197,69,40
22,22,632,457,102,40
22,10,931,238,73,41
22,30,827,77,44,31
22,14,813,128,55,41
22,16,891,268,76,43
22,4,532,488,65,40
22,33,891,267,75,60
22,34,632,458,103,60
22,10,931,239,74,41
23,6,1180,401,93,42
23,1,948,482,94,40
23,22,640,458,106,40
23,2,632,193,62,41
23,8,1161,166,52,42
23,3,1070,225,67,41
23,13,584,452,75,40
23,4,536,490,66,40
23,7,973,115,46,43
23,5,337,310,80,39
23,14,822,129,54,41
23,18,699,198,70,41
23,10,938,239,73,41
23,15,836,77,44,60
23,10,901,268,75,43
23,10,938,240,72,41
23,10,900,268,73,43
24,13,587,450,76,40
24,1,944,478,91,40
24,6,1181,403,91,42
24,3,1075,225,65,41
24,2,640,193,62,41
24,8,1169,166,55,42
24,22,643,457,104,40
24,18,706,198,70,41
24,5,338,309,81,39
24,7,979,115,46,43
24,35,942,240,73,41
24,30,841,77,44,33
24,14,828,129,56,40
24,10,908,269,75,43
24,4,533,490,63,40
24,10,908,269,74,43
24,36,943,240,73,60
25,13,588,450,76,40
25,6,1181,404,91,42
25,1,938,476,90,40
25,3,1077,226,64,41
25,22,643,455,105,40
25,2,645,193,61,42
25,5,338,309,83,39
25,8,1174,166,57,41
25,4,538,490,63,40
25,14,832,129,55,41
25,18,710,199,70,42
25,7,983,116,46,43
25,15,845,78,44,60
25,10,944,241,69,40
25,10,913,269,74,41
25,10,913,269,73,41
26,22,642,455,102,40
26,13,581,450,76,40
26,1,931,475,89,40
26,5,336,309,85,40
26,3,1079,226,60,41
26,8,1177,166,57,42
26,18,712,199,72,42
26,10,916,270,74,41
26,2,647,194,62,41
26,4,530,491,60,40
26,7,985,115,48,43
26,14,834,130,55,41
26,36,943,242,68,60
26,15,847,79,44,60
26,6,1177,397,74,42
26,37,1170,423,52,42
26,36,943,242,68,60
27,22,637,456,102,40
27,13,578,450,75,40
27,5,330,309,85,40
27,6,1169,404,89,42
27,8,1180,166,58,42
27,1,918,475,89,40
27,18,713,199,71,42
27,4,529,490,64,40
27,10,917,270,73,40
27,2,648,193,61,42
27,3,1076,226,57,41
27,36,940,241,65,60
27,30,847,80,43,38
27,7,986,114,45,43
27,38,984,122,35,43
27,14,836,131,54,41
27,14,836,130,55,41
28,5,325,310,83,40
28,1,905,476,90,40
28,13,578,452,73,40
28,6,1162,404,91,42
28,18,713,199,71,42
28,8,1182,166,59,42
28,14,836,131,53,41
28,3,1073,230,60,41
28,22,629,453,90,40
28,10,918,270,73,41
28,7,983,116,49,43
28,2,647,193,61,40
28,15,846,81,41,60
28,36,936,242,66,60
28,4,520,489,65,40
28,39,658,495,15,40
29,6,1149,404,92,42
29,1,897,475,90,40
29,5,322,311,84,40
29,4,513,487,71,40
29,13,576,452,71,40
29,14,836,132,52,41
29,22,618,456,91,42
29,7,982,117,46,43
29,18,713,199,71,42
29,3,1071,230,60,42
29,10,918,269,73,43
29,8,1186,167,60,42
29,33,932,242,66,60
29,15,844,81,40,60
29,2,645,192,61,39
29,40,750,89,11,38
29,41,656,496,22,40
30,6,1137,404,91,42
30,22,613,459,94,40
30,5,318,312,83,40
30,13,574,452,70,40
30,10,918,269,74,42
30,3,1067,229,62,41
30,14,834,132,52,40
30,4,508,487,76,40
30,7,981,117,46,43
30,8,1186,167,59,42
30,18,711,199,69,42
30,2,642,192,61,38
30,33,929,241,67,60
30,30,841,81,43,31
30,42,874,461,66,40
30,27,517,478,59,60
30,1,881,468,81,40
30,39,654,493,16,40
30,43,863,493,44,40
30,40,749,89,11,38
31,6,1128,404,86,42
31,4,505,485,81,40
31,10,919,270,74,41
31,5,314,312,84,39
31,13,573,451,74,40
31,3,1064,229,64,41
31,18,709,198,70,42
31,7,979,118,46,43
31,14,833,132,52,40
31,8,1186,168,59,42
31,42,857,458,63,41
31,30,839,80,46,30
31,1,854,474,84,40
31,10,926,242,66,42
31,13,612,458,89,40
31,39,650,492,16,40
31,2,640,193,62,37
31,42,847,489,52,40
31,40,750,89,11,38
32,5,309,312,82,39
32,4,503,484,83,42
32,6,1119,406,84,41
32,18,706,197,69,42
32,7,977,118,46,43
32,10,918,269,75,41
32,14,831,130,53,40
32,8,1186,169,58,42
32,3,1060,229,63,41
32,13,570,450,78,40
32,1,842,468,85,41
32,15,835,79,45,60
32,2,637,193,62,37
32,44,918,226,37,60
32,39,648,490,15,40
32,42,853,458,64,41
32,34,595,456,90,60
33,6,1113,406,83,41
33,4,499,483,86,42
33,7,975,118,44,43
33,10,916,269,75,40
33,3,1056,230,66,41
33,5,304,312,84,40
33,8,1185,169,57,42
33,14,830,130,53,40
33,2,632,193,63,42
33,13,576,451,88,40
33,15,832,79,45,60
33,18,703,198,70,41
33,43,824,496,48,40
33,44,911,231,45,60
33,45,841,457,64,60
33,46,589,479,50,60
33,39,645,490,14,40
34,6,1110,405,83,41
34,13,575,452,97,40
34,7,972,119,46,41
34,4,493,481,88,40
34,10,917,270,73,40
34,5,298,313,87,40
34,3,1052,230,67,41
34,2,630,194,62,41
34,30,829,79,45,33
34,8,1184,169,57,42
34,18,699,197,69,41
34,14,828,130,53,37
34,33,905,244,69,60
34,1,835,471,97,40
34,1,822,472,95,40
34,34,588,466,80,60
34,46,588,482,47,60
35,4,488,479,91,40
35,3,1050,231,65,41
35,13,566,457,98,40
35,10,918,270,74,40
35,30,827,79,45,33
35,1,819,469,99,40
35,6,1107,405,85,40
35,5,293,314,86,40
35,7,971,118,47,41
35,2,628,194,62,42
35,8,1184,169,57,42
35,14,825,130,56,40
35,18,696,197,69,41
35,33,900,247,72,60
35,34,591,450,92,60
35,33,904,249,61,60
35,47,595,439,70,60
36,4,485,478,93,40
36,10,918,270,75,34
36,30,826,80,45,35
36,5,285,315,84,40
36,3,1046,232,65,41
36,13,558,456,95,42
36,2,627,194,61,41
36,1,810,465,96,40
36,7,970,118,46,41
36,8,1184,169,57,42
36,6,1104,405,90,42
36,18,693,198,71,41
36,14,822,130,55,41
36,33,896,245,69,60
36,13,594,445,85,41
36,33,897,247,65,60
37,10,918,270,75,34
37,4,483,478,96,40
37,13,553,457,96,42
37,5,279,315,83,40
37,1,798,462,94,40
37,18,692,198,69,41
37,3,1044,232,63,41
37,2,626,194,61,42
37,7,969,118,48,41
37,48,824,80,47,177
37,13,595,445,80,40
37,33,892,244,69,60
37,8,1185,169,57,42
37,14,821,131,56,41
37,49,1101,391,67,40
37,49,1088,420,56,40
37,39,635,484,13,40
37,50,1274,348,55,43
38,4,481,478,101,41
38,13,552,456,96,42
38,5,273,316,82,40
38,10,917,271,76,41
38,18,690,198,69,41
38,2,624,195,62,40
38,13,598,446,79,40
38,3,1041,232,63,41
38,7,968,118,48,43
38,10,889,244,68,43
38,1,785,462,94,40
38,8,1187,169,58,42
38,30,822,80,47,36
38,49,1082,417,61,40
38,14,819,131,55,41
38,11,1273,330,77,43
38,51,1098,390,67,60
38,39,633,484,13,40
38,6,1093,397,81,40
39,4,477,480,104,42
39,13,551,457,98,42
39,5,270,317,81,40
39,10,917,271,76,41
39,18,689,199,69,41
39,22,601,448,78,40
39,3,1040,233,64,41
39,10,885,244,69,43
39,7,967,118,49,41
39,2,623,195,62,40
39,8,1187,169,59,42
39,14,818,131,55,41
39,6,1083,403,92,40
39,11,1273,326,84,41
39,15,819,80,45,60
39,52,763,484,52,40
39,52,776,446,61,41
39,39,631,483,13,40
39,52,767,479,61,39
40,4,476,481,105,42
40,5,268,317,82,42
40,18,688,199,69,41
40,13,546,455,99,42
40,10,918,271,75,41
40,7,966,119,48,41
40,3,1039,233,66,41
40,22,603,449,78,40
40,2,620,196,62,41
40,10,880,245,71,40
40,8,1189,169,60,42
40,14,817,132,54,41
40,11,1270,325,84,42
40,52,753,476,64,40
40,15,816,79,45,60
40,49,1073,414,69,40
40,49,1084,394,73,40
40,53,1069,420,58,40
40,10,880,246,70,40
40,1,756,455,76,41
40,54,764,450,66,60
40,39,628,483,12,40
41,13,541,453,102,40
41,4,473,482,104,42
41,5,267,318,82,40
41,18,687,200,69,41
41,10,918,271,75,36
41,3,1036,233,67,41
41,7,964,119,49,41
41,22,605,450,78,42
41,10,876,247,71,41
41,2,618,196,62,41
41,14,816,132,55,41
41,11,1267,325,86,42
41,8,1189,169,59,42
41,15,814,79,45,60
41,49,1083,395,73,41
41,55,737,483,47,40
41,54,755,450,62,60
41,53,1059,422,52,40
41,10,876,247,71,41
41,1,743,460,83,40
41,39,628,483,11,40
42,1,731,465,87,40
42,10,919,272,76,41
42,4,469,483,104,42
42,5,266,317,84,40
42,18,685,200,68,41
42,3,1033,234,65,41
42,22,610,449,79,42
42,7,963,119,49,41
42,13,537,452,102,40
42,16,871,249,72,42
42,8,1190,169,59,42
42,14,815,133,54,41
42,2,616,195,63,40
42,15,813,78,43,60
42,49,1077,397,71,41
42,11,1264,324,86,42
42,53,1055,424,52,40
42,49,1059,419,64,40
42,33,871,249,71,60
43,10,920,272,77,41
43,22,610,447,79,42
43,13,531,450,104,40
43,4,466,483,104,42
43,7,961,120,49,41
43,5,264,316,83,42
43,16,868,250,70,41
43,3,1030,236,66,41
43,1,725,468,86,40
43,6,1061,409,88,40
43,18,683,200,69,41
43,8,1190,171,58,41
43,11,1258,325,87,42
43,14,815,133,55,41
43,2,615,196,63,40
43,30,812,78,42,33
44,10,919,273,76,41
44,4,462,483,105,42
44,5,262,316,85,40
44,13,524,449,105,42
44,7,960,121,49,41
44,18,681,201,70,42
44,3,1027,237,65,41
44,8,1189,173,58,42
44,22,614,446,79,42
44,11,1252,326,86,42
44,49,1054,421,67,40
44,16,863,251,68,41
44,14,814,134,54,40
44,2,613,197,63,39
44,30,810,80,42,33
44,49,1068,400,66,40
44,52,722,478,68,40
44,55,710,484,54,41
44,39,644,474,13,40
44,6,1061,407,81,40
45,1,713,467,87,40
45,10,919,274,76,41
45,11,1248,326,87,42
45,4,460,483,107,42
45,22,619,444,81,42
45,13,517,448,105,40
45,5,258,316,85,40
45,14,811,134,54,41
45,3,1024,238,64,41
45,7,958,123,48,41
45,8,1189,174,56,42
45,16,857,252,68,41
45,6,1051,419,75,40
45,18,679,201,69,41
45,2,610,197,63,43
45,30,808,80,44,34
45,6,1057,408,81,40
45,51,1068,399,62,60
45,6,1063,403,69,40
45,39,649,472,14,41
45,56,1271,104,21,39
46,10,919,273,75,41
46,11,1242,328,87,42
46,4,456,483,107,42
46,1,704,465,88,40
46,13,509,449,104,42
46,22,633,444,82,40
46,3,1020,238,66,41
46,5,254,315,85,40
46,8,1189,175,55,42
46,7,957,122,47,39
46,16,851,252,67,40
46,2,606,197,63,42
46,18,675,201,70,41
46,14,810,134,54,40
46,15,805,80,43,60
46,6,1058,407,79,40
46,6,1043,419,75,40
46,39,653,469,15,41
46,49,1042,428,56,40
46,6,1048,412,86,40
47,10,919,274,76,41
47,11,1238,330,86,41
47,1,696,461,87,42
47,6,1047,410,84,40
47,22,633,443,83,42
47,2,602,198,63,42
47,3,1016,238,64,41
47,8,1188,176,54,41
47,7,954,122,48,41
47,13,501,447,101,40
47,5,250,315,86,40
47,57,448,503,72,42
47,16,845,252,70,41
47,18,670,202,70,41
47,14,809,130,44,40
47,58,466,463,63,60
47,14,806,144,36,40
47,15,800,80,43,60
47,33,844,252,69,60
48,10,919,273,75,41
48,6,1043,412,87,40
48,2,598,198,63,43
48,11,1233,331,86,40
48,3,1011,238,65,41
48,8,1187,176,55,42
48,22,632,442,87,40
48,1,690,456,84,42
48,7,952,122,48,41
48,4,492,450,102,42
48,5,245,314,85,41
48,16,838,252,71,43
48,57,445,502,77,42
48,18,667,201,69,41
48,30,796,82,44,33
48,59,806,134,54,38
48,58,462,466,66,60
48,39,659,463,14,43
48,60,457,485,98,60
48,61,1268,93,44,38
49,6,1039,414,89,40
49,11,1224,330,83,42
49,22,635,438,85,42
49,10,918,274,76,41
49,55,679,472,44,43
49,2,595,198,63,43
49,16,832,253,71,43
49,3,1005,238,67,41
49,57,440,504,77,42
49,7,949,122,49,41
49,4,487,453,102,42
49,18,663,201,71,41
49,62,693,438,57,60
49,8,1185,176,55,41
49,59,802,134,55,40
49,5,239,316,86,40
49,15,792,82,43,60
49,58,457,469,70,60
49,41,666,461,18,42
50,6,1032,417,88,40
50,11,1218,331,85,42
50,22,636,434,79,42
50,3,999,239,68,41
50,2,592,199,63,42
50,7,946,123,48,41
50,55,672,469,52,43
50,5,232,316,86,42
50,4,480,455,100,42
50,16,824,255,73,42
50,8,1184,176,57,42
50,10,917,274,76,41
50,57,436,507,74,41
50,62,688,438,63,60
50,18,656,202,69,42
50,59,800,136,54,38
50,15,788,82,43,60
50,33,824,256,72,60
50,58,452,473,71,60
51,11,1210,333,88,42
51,6,1026,419,89,40
51,22,633,433,79,43
51,18,650,203,70,42
51,3,993,241,67,41
51,2,587,200,62,42
51,55,684,434,63,43
51,7,941,124,48,41
51,32,667,466,55,42
51,5,224,317,86,42
51,8,1182,176,57,42
51,16,818,256,72,41
51,4,474,455,101,42
51,59,794,136,55,40
51,10,914,274,75,41
51,57,432,508,72,41
51,15,782,83,43,60
51,58,447,476,69,60
52,6,1021,422,88,40
52,11,1200,334,89,42
52,22,633,433,79,42
52,18,644,203,70,41
52,4,468,454,102,40
52,2,582,200,63,42
52,3,987,242,67,41
52,63,428,493,102,42
52,8,1180,176,58,42
52,7,937,125,47,41
52,5,217,317,88,42
52,48,778,83,43,177
52,16,810,257,71,41
52,59,788,137,55,40
52,32,676,431,62,42
52,33,810,257,71,60
52,10,911,275,75,41
52,1,663,453,79,42
52,10,912,275,75,41
52,1,668,432,64,42
53,11,1191,336,88,42
53,22,630,434,85,43
53,6,1016,424,87,40
53,3,982,244,64,40
53,18,638,204,69,42
53,5,210,318,87,42
53,2,577,200,63,42
53,8,1178,176,59,42
53,63,424,493,104,42
53,4,462,453,105,40
53,7,933,127,47,41
53,59,783,138,54,40
53,10,908,277,76,41
53,22,665,442,90,42
53,16,801,259,70,37
53,15,773,84,42,60
53,33,801,259,70,60
54,11,1182,339,86,42
54,6,1011,426,90,40
54,18,632,205,68,42
54,5,204,319,86,42
54,3,975,244,65,41
54,8,1176,176,59,42
54,22,630,431,83,42
54,59,777,139,54,40
54,63,419,494,104,42
54,2,571,201,63,42
54,7,928,128,48,41
54,4,452,452,103,40
54,22,656,439,87,42
54,10,904,278,76,41
54,16,794,259,70,42
54,15,768,84,43,60
54,33,794,259,71,60
54,64,641,436,88,60
54,10,904,277,74,41
55,11,1173,341,85,42
55,6,1007,427,91,40
55,63,415,493,107,42
55,3,969,245,65,41
55,8,1173,177,59,42
55,5,198,320,86,42
55,18,627,206,69,42
55,2,563,202,62,36
55,7,922,130,46,41
55,16,787,260,73,43
55,58,444,433,68,60
55,22,650,438,82,42
55,25,762,85,43,33
55,22,632,430,81,42
55,10,899,279,76,41
55,33,787,261,72,60
55,59,772,140,54,40
55,22,642,433,87,42
56,11,1160,342,82,42
56,6,1005,427,93,40
56,5,192,320,87,40
56,3,963,246,66,41
56,22,648,433,88,42
56,10,894,280,76,40
56,18,621,207,69,41
56,16,780,262,73,42
56,57,411,507,81,42
56,7,916,132,46,39
56,59,766,141,53,40
56,8,1168,178,59,42
56,2,555,203,64,34
56,65,434,430,66,42
56,15,756,85,43,60
56,34,630,432,84,60
56,58,424,471,59,60
56,34,637,431,82,60
56,49,1004,439,67,40
57,11,1152,344,82,42
57,10,888,281,76,41
57,6,1004,427,93,40
57,18,614,208,68,42
57,5,185,321,86,40
57,63,406,494,106,42
57,3,956,247,66,42
57,16,771,263,75,41
57,22,640,433,90,43
57,59,760,142,53,40
57,8,1163,180,59,42
57,65,425,427,68,40
57,7,910,133,46,41
57,2,547,203,63,37
57,15,749,88,42,60
58,6,1005,427,95,40
58,11,1144,345,85,42
58,22,635,430,89,42
58,10,883,283,76,41
58,5,179,322,86,40
58,63,402,495,103,42
58,7,905,134,46,41
58,3,949,248,67,42
58,8,1157,182,58,42
58,18,607,209,68,41
58,16,761,265,75,42
58,59,753,143,53,38
58,2,539,206,63,40
58,15,743,88,43,60
58,65,417,424,64,40
59,6,1006,427,92,40
59,63,397,498,107,42
59,11,1138,347,88,42
59,7,898,135,45,41
59,18,599,209,69,41
59,10,878,283,75,41
59,8,1150,184,55,42
59,3,941,250,68,42
59,2,530,206,63,36
59,16,752,267,75,43
59,5,171,322,86,42
59,22,623,431,84,42
59,59,746,144,54,37
59,65,407,426,71,39
59,15,737,89,45,60
59,34,648,423,80,60
59,22,643,426,85,42
60,10,872,284,75,41
60,8,1145,186,53,41
60,63,391,500,105,42
60,6,1006,426,91,40
60,11,1131,349,90,42
60,7,892,135,47,42
60,5,164,322,87,42
60,3,933,251,69,42
60,16,743,270,73,43
60,2,522,207,62,34
60,18,591,210,68,40
60,59,739,145,54,40
60,66,399,436,90,60
60,22,617,430,81,42
60,15,729,91,42,60
60,1,648,413,65,42
60,67,1269,99,51,150
61,63,387,502,103,42
61,6,1004,427,89,40
61,8,1140,188,49,41
61,11,1124,349,89,42
61,7,886,135,46,42
61,2,513,208,64,39
61,3,926,252,67,42
61,1,613,430,78,42
61,66,388,441,99,60
61,16,735,270,71,42
61,18,583,211,68,40
61,59,732,145,54,36
61,5,155,324,86,41
61,1,648,414,68,42
61,10,867,284,75,41
61,15,723,91,43,60
61,39,656,445,14,42
62,8,1133,190,50,41
62,11,1116,349,89,42
62,3,919,254,68,42
62,2,504,209,64,40
62,63,381,504,102,42
62,6,1001,424,81,40
62,7,880,135,47,41
62,1,604,429,73,42
62,66,378,444,103,60
62,59,725,146,54,37
62,16,726,271,71,42
62,18,574,211,69,41
62,1,645,419,79,42
62,5,147,324,86,41
62,10,862,286,74,41
62,15,716,92,41,60
62,39,662,444,12,41
62,10,862,286,76,41
63,57,375,505,100,41
63,11,1107,351,88,40
63,8,1128,190,49,41
63,6,997,429,89,40
63,68,369,447,101,41
63,7,875,135,47,42
63,2,497,210,64,40
63,1,599,429,73,42
63,3,912,254,68,42
63,5,138,325,86,41
63,18,565,212,69,40
63,16,716,272,71,42
63,1,645,413,68,42
63,10,857,286,76,41
63,69,709,91,43,32
63,59,718,146,55,38
63,10,857,286,74,41
63,39,668,443,14,42
64,6,993,429,90,40
64,11,1098,352,88,41
64,68,362,448,97,40
64,3,903,255,66,42
64,57,369,504,103,40
64,22,594,430,74,42
64,7,869,137,49,42
64,1,641,415,72,42
64,8,1124,190,49,42
64,18,557,213,71,40
64,10,853,286,76,41
64,2,489,210,63,40
64,5,131,325,86,41
64,59,710,147,56,40
64,16,707,273,73,42
64,15,703,92,41,60
65,6,987,429,92,40
65,11,1087,354,87,40
65,1,637,414,73,42
65,68,352,449,97,41
65,57,366,505,102,42
